0 54.5829 4.583
1 50.7918 4.15409
2 48.2652 3.6528
3 45.485 3.71314
4 43.5397 3.50741
5 42.3071 3.67284
6 40.9366 3.41767
7 39.7844 3.11198
8 38.4762 3.39104
9 37.3988 3.07054
10 36.4032 3.10846
11 35.5844 2.99576
12 34.9466 3.06329
13 34.3085 2.94889
14 33.5214 2.91766
15 32.8746 2.82138
16 31.981 2.88362
17 31.3717 2.77665
18 30.9466 2.8285
19 30.4231 2.6685
20 29.8098 2.6794
21 29.1751 2.74488
22 28.5941 2.72986
23 28.0987 2.59513
24 27.5255 2.43812
25 29.7614 3.08376
26 28.9255 2.80509
27 27.927 2.67501
28 26.9324 2.76292
29 26.0564 2.68709
30 25.7208 2.47237
31 25.0271 2.5663
32 24.5192 2.57074
33 23.5677 2.45005
34 23.0509 2.38813
35 22.3594 2.32253
36 21.9106 2.08633
37 21.1427 2.2277
38 20.538 2.12962
39 20.0048 1.97802
40 19.376 2.06354
41 18.6293 2.05863
42 18.1791 1.99692
43 17.6526 1.88595
44 16.9306 1.81084
45 16.5153 1.61539
46 15.9214 1.55258
47 18.6239 2.83628
48 17.1805 1.96764
49 16.3098 1.79491
50 15.5411 1.65032
51 14.9385 1.50797
52 14.4461 1.45198
53 13.9262 1.41942
54 13.4908 1.28137
55 13.0859 1.1847
56 12.6055 1.15849
57 12.0991 1.16116
58 11.5674 1.11249
59 11.1458 1.0055
60 10.5457 1.04964
61 9.96968 0.956676
62 9.44352 0.949652
63 8.78431 0.787149
64 8.09304 0.719746
65 7.49002 0.645963
66 6.84819 0.588339
67 6.31082 0.49236
68 5.82086 0.43638
69 5.36323 0.357891
70 5.01434 0.313479
71 4.70818 0.270357
72 4.40846 0.216588
73 4.17583 0.190908
74 3.998 0.144001
75 3.86415 0.114086
76 3.75118 0.097305
77 3.66983 0.0760244
78 3.59845 0.0657101
79 3.53381 0.0621109
80 3.48182 0.0602412
81 3.42386 0.0507806
82 3.37431 0.0338025
83 3.34469 0.0285122
84 3.32296 0.0311219
85 3.29633 0.0346628
86 3.27066 0.0296875
87 3.24457 0.0219712
88 3.22655 0.0179351
89 3.20914 0.0115299
90 3.19909 0.00369649
91 3.19533 0.00151492
92 3.19504 0.00216237
93 3.1943 0.00308014
94 3.19312 0.00383167
95 3.19099 0.0042174
96 3.1875 0.00171102
97 3.18637 9.77975e-15
98 3.18637 9.77975e-15
99 3.18637 9.77975e-15
100 3.18637 9.77975e-15
101 3.18637 9.77975e-15
102 3.18637 9.77975e-15
103 5.75792 2.36791
104 3.78182 0.555955
105 3.29077 0.128939
106 3.18948 0.00674389
107 3.18637 9.77975e-15
108 3.18637 9.77975e-15
109 3.18637 9.77975e-15
110 3.18637 9.77975e-15
111 3.18637 9.77975e-15
112 3.18637 9.77975e-15
113 3.18637 9.77975e-15
114 3.18637 9.77975e-15
115 3.18637 9.77975e-15
116 3.18637 9.77975e-15
117 3.18637 9.77975e-15
118 3.18637 9.77975e-15
119 3.18637 9.77975e-15
120 3.18637 9.77975e-15
121 3.18637 9.77975e-15
122 3.18637 9.77975e-15
123 3.18637 9.77975e-15
124 3.18637 9.77975e-15
125 3.18637 9.77975e-15
126 3.18637 9.77975e-15
127 3.18637 9.77975e-15
128 3.18637 9.77975e-15
129 3.18637 9.77975e-15
130 3.18637 9.77975e-15
131 3.18637 9.77975e-15
132 3.18637 9.77975e-15
133 3.18637 9.77975e-15
134 3.18637 9.77975e-15
135 3.18637 9.77975e-15
136 3.18637 9.77975e-15
137 3.18637 9.77975e-15
138 3.18637 9.77975e-15
139 3.18637 9.77975e-15
140 3.18637 9.77975e-15
141 3.18637 9.77975e-15
142 3.18637 9.77975e-15
143 3.18637 9.77975e-15
144 3.18637 9.77975e-15
145 3.18637 9.77975e-15
146 3.18637 9.77975e-15
147 3.18637 9.77975e-15
148 3.18637 9.77975e-15
149 3.18637 9.77975e-15
150 3.18637 9.77975e-15
151 3.18637 9.77975e-15
152 3.18637 9.77975e-15
153 3.18637 9.77975e-15
154 3.18637 9.77975e-15
155 3.18637 9.77975e-15
156 3.18637 9.77975e-15
157 3.18637 9.77975e-15
158 3.18637 9.77975e-15
159 3.18637 9.77975e-15
160 3.18637 9.77975e-15
161 3.18637 9.77975e-15
162 3.18637 9.77975e-15
163 3.18637 9.77975e-15
164 3.18637 9.77975e-15
165 3.18637 9.77975e-15
166 3.18637 9.77975e-15
167 3.18637 9.77975e-15
168 3.18637 9.77975e-15
169 3.18637 9.77975e-15
170 3.18637 9.77975e-15
171 3.18637 9.77975e-15
172 3.18637 9.77975e-15
173 3.18637 9.77975e-15
174 3.18637 9.77975e-15
175 3.18637 9.77975e-15
176 3.18637 9.77975e-15
177 3.18637 9.77975e-15
178 3.18637 9.77975e-15
179 3.18637 9.77975e-15
180 3.18637 9.77975e-15
181 3.18637 9.77975e-15
182 5.528 2.22116
183 3.7342 0.515085
184 3.27424 0.113744
185 3.18637 9.77975e-15
186 3.18637 9.77975e-15
187 3.18637 9.77975e-15
188 3.18637 9.77975e-15
189 3.18637 9.77975e-15
190 3.18637 9.77975e-15
191 3.18637 9.77975e-15
192 3.18637 9.77975e-15
193 3.18637 9.77975e-15
194 3.18637 9.77975e-15
195 3.18637 9.77975e-15
196 3.18637 9.77975e-15
197 3.18637 9.77975e-15
198 3.18637 9.77975e-15
199 3.18637 9.77975e-15
200 3.18637 9.77975e-15
201 3.18637 9.77975e-15
202 3.18637 9.77975e-15
203 3.18637 9.77975e-15
204 3.18637 9.77975e-15
205 3.18637 9.77975e-15
206 3.18637 9.77975e-15
207 3.18637 9.77975e-15
208 3.18637 9.77975e-15
209 3.18637 9.77975e-15
210 3.18637 9.77975e-15
211 3.18637 9.77975e-15
212 3.18637 9.77975e-15
213 3.18637 9.77975e-15
214 3.18637 9.77975e-15
215 3.18637 9.77975e-15
216 3.18637 9.77975e-15
217 3.18637 9.77975e-15
218 3.18637 9.77975e-15
219 3.18637 9.77975e-15
220 3.18637 9.77975e-15
221 3.18637 9.77975e-15
222 3.18637 9.77975e-15
223 3.18637 9.77975e-15
224 3.18637 9.77975e-15
225 3.18637 9.77975e-15
226 3.18637 9.77975e-15
227 3.18637 9.77975e-15
228 3.18637 9.77975e-15
229 3.18637 9.77975e-15
230 3.18637 9.77975e-15
231 3.18637 9.77975e-15
232 3.18637 9.77975e-15
233 3.18637 9.77975e-15
234 3.18637 9.77975e-15
235 3.18637 9.77975e-15
236 3.18637 9.77975e-15
237 3.18637 9.77975e-15
238 3.18637 9.77975e-15
239 3.18637 9.77975e-15
240 3.18637 9.77975e-15
241 3.18637 9.77975e-15
242 3.18637 9.77975e-15
243 3.18637 9.77975e-15
244 3.18637 9.77975e-15
245 3.18637 9.77975e-15
246 3.18637 9.77975e-15
247 3.18637 9.77975e-15
248 3.18637 9.77975e-15
